url,text
https://x.com/levelsio/status/1733946611317797196?s=20,"Open source LLMs reaching GPT-4 levels way earlier than we thought is the most exciting thing now to me

With open source RAGs (plugins for LLMs) we can even add stuff like GPT-4 Vision, web browsing and data analysis and reach features parity with GPT-4 and future versions

This democratizes the entire LLM world and means it's possible it won't be monopolized by 3 different BigTech giants but be usable for everyone without any filters and restrictions

This means so many more creative uses of it without limits set by tech companies in San Francisco

It'll be a lot like what Stable Diffusion did for AI image generation

We just need to make open source LLMs easy to use now for normal people

LMstudio dot ai is a nice start but still too complicated to use, eg you have to search and download and pick your own model weights. Just preset it for people! Too much open source engineer thinking and not enough normal user thinking IMHO

Anyway very exciting time

If u want to try, get LMstudio and download the Mistral 7B as well as the new big Mistral model and try it out, free and open source and NO restrictions"
https://x.com/blader/status/1681356168680321025?s=20,"founder protip: this is how VC job titles work on linkedin:

“general partner” or “managing director” means investor.  

""partner"" means investor, maybe.

“investor” means not investor.

the more you know 🌈"
https://x.com/jsngr/status/1731393088013131944?s=20,"🎨 new technologies necessitate new interfaces

with real-time latent consistency models, here’s a different kind of drawing app:"
https://x.com/localghost/status/1731086771763785820?s=20,"Cybertruck is a decisive design only a founder-led company could ship. 

Anywhere else this would 100% die before ever made it up to middle management or get diluted to look like everything else."
https://x.com/Jack_Raines/status/1729607931094569020?s=20,"A few months ago, a Forbes reporter reached out asking if I wanted to be on Forbes 30 under 30 for niche satirical writers on professional networking sites.

Overcome with emotion, I took a deep breath before replying that I needed to think about it.

Sure, that ""award"" would cost me what Lori Loughlin bribed the admissions department at 
@USC
 (safety school). 

And, yes, the median prison sentence for the last twelve 30 under 30 recipients was ~7.2 years.

However, I would be able to share a screenshot of my face on Forbes' website, telling everyone that I was “humbled and honored” to receive such a prestigious award.

The decision was tough, but ultimately, I decided that I need to commit another crime or two before joining the ranks of Sam Bankman-Fried and Elizabeth Holmes.

If anyone would like to help me launder a few million (billion), lmk."
https://x.com/thegarrettscott/status/1728991500141465967?s=20,"For every 10 likes this gets, I will ask ChatGPT to make this goose a little sillier."
https://x.com/localghost/status/1728343665351729187?s=20,"Learning how to use an LLM properly throws you into the top quartile of productivity so fast. It’s like a learning accelerant. 

A whole new generation is already learning at 10X speed while the last generation is still debating if it can do anything at all."
https://x.com/andykreed/status/1726471345125589460?s=20,"Ex-Twitch CEO running OpenAI??? What’s he gonna do, ask the chat??"
https://x.com/bgurley/status/1726630724353315139?s=20,"If you told me 10 years ago that a group of the smartest engineers in the land would evoke the threat, ""Do what I say or I will go to work at Microsoft,"" I would not have believed you. Amazing shift in corporate reputation (and much credit to Satya)."
https://x.com/thecaptain_nemo/status/1726544586380824932?s=20,"drop the ""OpenAI"". just ""Microsoft"", its cleaner."
https://x.com/VCBrags/status/1726064050927181835?s=20,"The number one thing on every venture capitalist mind at the moment:

'how can I make the OpenAI situation all about me right now'"
https://x.com/varun_mathur/status/1725971418238849154?s=20,"Dear Mira and Ilya - congratulations on your coup at OpenAI. Since both of you have together never raised a penny as entrepreneurs, let me explain what happens.

Oh, and you *will* need to raise since your venture’s unit economics don’t make sense. Remember, you pay $0.30 every time someone asks a doofus question to ChatGPT. Heck, I sometimes ask the same thing 5 times. 

Also, the last deal at $80 billion valuation - is as dead as the Egyptian pharaohs. Glorious to write about and visualize. But super dead, under the sand, not coming back. 

Not only that - but you sideswiped your biggest partner, Microsoft. Of course publicly they will say the right thing, but you know and they know it and a random fellow like me knows it - they must be seething mad about it. 

Few of your top researchers have already quit, and if there is one thing Sam Altman is especially good at, it is raising and deploying capital. Before the sign with your name and title as “CEO” and “Defacto CEO” gets emblazoned in the OpenAI offices, Sam would have a new company, $1 billion investment and offers out to all your, soon to be ex, top product people and researchers. 

So you head into next week having lost your top dealmaker, top researchers, top product visionary, top partner and top investor, and with a business which has terrible unit economics.  

And let’s not forget - the two of you are not entrepreneurs. Most people in your board have never held a proper tech job ever. You have never had to face the abject rejection which follows from pitching many investors, going through the process, and getting to close. Getting to close is the toughest. Sometimes investors say yes, but they don’t actually mean it. Sometimes they even sign, and still don’t wire the funds. You will need to live through all of it, the pain and rejection, and feel intense amount of pressure of having to provide for your team members - who pays their mortgages, car loans, kids school tuition - the ones whom you played with at the last company picnic. 

After you are exhausted with the realities of the market - you will sell out OpenAI to Microsoft entirely, and be housed as Global Principal Product Managers in building 4 in Seattle, where it rains non-stop. Microsoft will never fire you, Satya will always say the right thing about you - because he is an honorable person. 

But deep down in your heart, as you are watching the Netflix movie on OpenAI and Joseph-Gordon Levitt’s wife plays herself as a board member who fired Sam Altman over Google Meet, you will think and realize that you had it all - you could have been at the helm of a $1 trillion company. History will forget you. Sam and Greg and everyone else would have moved on and forgotten about you. e/acc would have built out fundamental OpenAI alternatives in anycase.."
https://x.com/nikitabier/status/1725541826768130373?s=20,"For every founder that successfully exits, the most common feeling afterwards is that it was pure luck and that this will be the most amount of money they’ll ever make from a product they start from scratch.

So they fall back on their newfound credibility in their industry to do seemingly lower risk things: investing, content creation—like newsletters & podcasts, and taking well paid exec roles at mature companies. And they will justify it to others by either saying it’s less stressful than doing it again or that they’re “scaling themselves out.”

However, while luck certainly played a part in their success, they still are probably the best in their respective field. Not only would it be more fun, rewarding and easier if they tried to do it again, but they are most likely to succeed at it compared to anyone else. Overcoming that doubt is the only thing stopping them."
https://x.com/natiakourdadze/status/1711776939541774645?s=20,"How to find warm leads i.e. get customers easily:

1. Google Phantom Buster
2. Select Twitter Liker Collector workflow
3. Find 5 tweets that are very popular among your ideal customers
4. Export the liker profiles using step 2
5. Insert your offer in the Twitter Message Sender
6. Click launch and automate workflows
7. Reply to follow-up messages

#buildinpublic
 "
https://x.com/DawaneYoung/status/1714135047375069554?s=20,"semantics are bullsh*t, be simple and concise with communication.

sometimes we are saying the same thing but neither side is understanding/communicating correctly."
https://x.com/thepatwalls/status/1713965959705137629?s=20,"5 years ago today, I quit my $125K/year software engineering job.

I had less than $10,000 in savings.

I canceled the lease on my $2,200/month NYC apartment.

And I moved into a $150/month apartment in Thailand (pictured).

I decided to sacrifice everything and finally do the one thing I’d been dreaming of for years:

Build my own business.

I stuffed one backpack and purchased a one way flight to Chiang Mai, Thailand.

When I got there, I walked around the streets looking for “For Rent” signs.

I found a ""studio"" for $150/month. The bed was as hard as a rock.

Then, I work up the next morning and just started executing. I worked my ass off every single day including weekends.

At the time, http://starterstory.com was doing about $3,000 per month.

But I didn’t have some grand plan on how I was going to grow it, or how I was going to match my old salary.

My back was against the wall.

And that made me feel alive.

Because I was finally following my dream, finally doing the thing I'd put off for years!

I realize that not everyone can make this kind of sacrifice. I was 28 years old. I didn’t have a family.

But I do believe that if you want to build a business, you must sacrifice something.

I’m not sure you can be successful if you don’t."
https://x.com/holdenmatt/status/1690436538067570688?s=20,"OpenAI Functions is the coolest new tech I've played with in a long time. It's totally changed how I think about building software.

It's linguistic computation."
https://x.com/Chrisjjosephs/status/1656764644416172032?s=20,"Last week we set ChatGPT up with a real $50K portfolio

This week, we met with AI experts including the creator of a ChatGPT algorithm that returned 400%

On Monday, ChatGPT will begin trading that $50K portfolio based on the learnings that we found

Here's how to follow along🫡"
https://x.com/yongfook/status/1648466000147517441?s=20,"Feels like 90% of the indie hacker apps on my feed lately is some form of prompting GPT, sending the response to the user, and charging $$$ for it.

I miss when solo founders were working on unique products or even better, unique IP.

I don't think any of this is sustainable."
https://x.com/levelsio/status/1626837197226913792?s=20,"Imagine having 4 cofounders at a VC funded startup 🥹

Selling for $100M

Diluted to 10% ownership by VCs

Tax takes 50%

Go home with $1.25M cash after 6 years working 7 days a week 12 hours per day or $47/hour

Many people on Upwork make more than that!"
https://x.com/gregisenberg/status/1637079633840439298?s=20,"The future of building startups:

- MVP speed (1x per month)
- AI-accelerated
- Superniche is the new niche
- Community 1st, software 2nd
- No-code 1st, some code 2nd
- 10x more automated
- Global teams, localized products
- 95% dominated by solopreneurs and microentrepreneurs (teams less than 12)
- Pop-up digital experiences (apps that only work on certain times)
- Needs the marketing holy-trinity to hit escape velocity: 1. product/market fit, 2. content/market fit and 3. community/market fit 
- Team is half robots 🤖, half humans 👨‍🦰 (cc 
@youneedarobot
)
- Accelerated by ""boring marketing"" (cc 
@boringmarketer
)
- Multiple revenue streams
- Design matters. The bar is high
- Partnered w/ creators (creators are the distribution)
- Feels like a game (levels, status, badges, in-app currency, challenges, collectibles/items)
- Purpose-driven moonshots: societal impact matters
- Productized agencies to generate cashflow (ex design agency 
@DispatchDesign
)
- Product studios become the norm
- 99% of MVPs won't need VC"
https://x.com/gregisenberg/status/1747711217890726051?s=20,"I came across Facebook's beautiful employee handbook by Ben Barry for the first time today.

And I think every employee and founder needs to see it.

Even Zuckerberg-haters will probably be impressed.

A sneak peek into 15 pages of the Facebook Employee Handbook:"
https://x.com/gregisenberg/status/1747633179639341141?s=20,"Quick poll: 

Which website for http://meetdispatch.com do you think drove more conversions?? And why?

1. Left
2. Right

One drove ~2x the conversions."
https://x.com/gregisenberg/status/1746981532684751008?s=20,"Who lives in LA or SF?

I'll be visiting soon. Looking to hang with interesting people."
https://x.com/gregisenberg/status/1746952966865568051?s=20,"This is probably the best business idea of the day.

The playbook:

1. Build audience (650k YouTube subs). Prioritize platforms that you're a natural at
2. Earn trust over a long period of time. Ask only after you've given so much.
3. Make a product no one asks for that everyone wants. Zag when others zig.

4. Build a killer brand. I use http://meetdispatch.com for brand/design on retainer for my ideas.

5. Incentivize referrals. Well-known college ambassadors get $10 for each ball sold. I use Lumanu to manage creator payments and UpPromote if I'm using Shopify.

6. Now,  you have a pretty perfect flywheel. These are constantly going viral on TikTok. 

No wonder they sold 15,000 basketballs in 6 months.

h/t 
@ColinandSamir"
https://x.com/gregisenberg/status/1746884483175927996?s=20,"I figured out a way to make me 2x more productive with a simple habit change

I've been grappling with an addiction—Twitter, my poison of choice.

Waiting in line at a coffee shop? Open up Twitter.

Sitting in an Uber? Open up Twitter.

Commercial comes on while watching TV? Open up Twitter.

Replace Twitter/X with Instagram, TikTok, or any platform, and you might see a bit of yourself in me.

So, I decided to pull a Houdini, make a radical shift. 

Recently, I've implemented a new game plan.

Enter the ""The Two Coffee Rule"", a spin on the cheat-day concept, only it's for social media.

I drink two coffees a day—one in the morning and another in the afternoon. During these caffeine highs, I indulge in Twitter—post, engage, explore trends, and absorb information.

It's a contained 20-minute frenzy that aligns with my coffee intake and gets those creative juices flowing. 

But when the coffee runs out, so does my Twitter time.

And you know what?

The results have been game-changing. 

Lower FOMO, increased original projects, and less of that competitive social rat race. 

My productivity? Skyrocketed.

The Two Coffee Rule isn't just about controlling social media usage.

It's about reclaiming your focus and creativity.

Watch what happens when you don’t let push notifications push you around.

Spoiler alert: good things 😎

-

This was written while having my first coffee of the day.

For more, follow me 
@gregisenberg"
https://x.com/gregisenberg/status/1746581102720893340?s=20,"How you can get “lucky” as an entrepreneur, creator:

1. You can chill. Sometimes, the best way to be productive and come up with the best ideas is to do nothing at all. Allow yourself the space to just be.

2. You dare to disagree. Lucky people don't just go with the flow. They challenge the status quo, question established norms, and aren't afraid to disagree with popular opinion. True innovation starts with a different perspective.

3. You know how to listen to the fringe. The mainstream might give you volume, but the edges give you insights. Pay attention to the outliers, the ones who don't quite fit in. They often see what others miss.

4. You are human, embrace it. I know that sounds obvious, but the best copy sounds like you’re speaking to a good friend. Jargon and lots of adjectives is unlucky.

4. You post on social, don’t scroll on social.

5. You ignore noise. There’s more noise than ever. Deep down, you know what to tune out.

6. You’re weird. The odd, the unusual, the things that don't fit neatly into a category – these are often the seeds of something truly remarkable. Normal gets forgotten, weird gets remembered.

7. You accept pain, don’t suffer (pain is inevitable, suffering is optional)

8. You’re obsessed 🏴. This isn't about liking what you do, it's about living it. Your work isn't a part of your life; in many ways, it is your life. Take your mission as seriously as a life-long vow. 

9. You know how to save money. Self-explanatory. Spend less than what you make.

10. You have a bias for action. Understand the urgency. Time is ticking.Taking swift, decisive action sets you apart.

11. You embrace the ""cobbler's children syndrome'"". The cobbler's children have no shoes, reflecting how experts often neglect their own needs. For founders, this means valuing your own product or service enough to use it personally. This self-use can reveal insights  you'd never see otherwise.

12. You ignore instant gratification. The lucky path is often slow and uncertain. Resist the temptation of quick wins that don't align with your long-term vision

13. You’ve got a bench of cheerleaders. Success isn't a solo journey. You need people at all levels – those ahead to guide you, those beside to walk with you, and those behind to remind you of how far you've come (and to help them, it’ll pay back too)

14. You don’t follow growth hacks. If someone is telling you about them loudly on the internet, it’s too late

15. You don’t trust what you read. Those public revenue numbers some Twitter creator is posting is probably 1/10 of what you read. Stick to your plan.

16. You build brands that pass the ""T-shirt test"". Your brand should be so good people want to wear it on t-shirts.

17. You know how to subtract. Luck doesn't always come from adding more features, elements, or services. Sometimes, taking away - simplifying - leads to a more powerful impact.

18. You know all about reverse mentors. Usually, mentorship flows from more experienced to less. But reverse mentorship - seeking insights from those younger or less experienced - can open up new perspectives and innovative ideas, tapping into fresh, unjaded viewpoints.

19. You know how to celebrate the “near wins”. Not every effort will be a resounding success. Sometimes, the near wins – the almost-there's – can teach more and lead to greater long-term success than immediate victories.

20. You create movements, not businesses. The most interesting businesses people rally around them. They are movements.

21. You have a 1000 true fans. Everything else is gravy.

22. You embody ""Schrödinger's Cat in decision-making. Just like the famous quantum physics thought experiment, where a cat in a box is simultaneously alive and dead, founders often face decisions where outcomes are equally probable and uncertain. Embracing this uncertainty can lead to exploring multiple pathways simultaneously, keeping options open until the last responsible moment. It's going to be okay, go back to bed.

23. When you’re reaching out to someone be short and sweet. No one has time to read long emails. Bonus points if you send short, interesting Loom videos.

24. You design brands that have lotus qualities. The lotus flower remains clean in muddy water due to its self-cleaning properties. For brands, this represents maintaining integrity and clarity of purpose amidst market turmoil and chaos. You think about this often.

25. You start with the end.  Instead of starting with what you want to create, start with what you want to change. Lucky work often comes from looking at the end goal and working backwards.

26. You know how to unlearn. Sometimes, the barrier to being lucky is what you already know. Challenge your own expertise and be willing to unlearn and relearn.

27. You have physical density, internet density or both. Physical density is living in NYC and meeting your business hero in a coffeeshop. Internet density is building an audience so your hero DMs you on a random Tuesday. 

28. You turn your work into fun. If it's fun, you're playing a game and you tapdance to work everyday. 

29. You stay healthy. Sometimes you get dealt a rough hand, but you do everything in your power to stay as healthy as you can

30. You pay it forward. (feel free to share this post to spread it)

What would you add to this list?

Lots of this is easier said than done. But the idea is to work on it.

Everyone is a work-in-progress. I remember meeting some of my heroes and realizing that they have the same insecurities as we all do. Everyone is doing their best.

Keep going.

--

Follow me 
@gregisenberg
 for more."
https://x.com/gregisenberg/status/1746192048103776540?s=20,"Hey, I'm ex-Reddit advisor and sold a community platform to WeWork.

I noticed something BIG recently if you're looking to build cash-flowing internet businesses:

There are 1.8B active users in Facebook Groups in 2024

But I've noticed 95% of paid communities are dead. RIP. There's something new taking its place. 

Memberships are the new internet community.

Let me explain… grab a coffee it's worth understanding 

When 2020 hit, the world moved to internet communities.

Facebook Groups skyrocketed to 1B+ active users. Discord hit $15B valuation.

Group chat was the new social network.

Now, most of these communities were free.

But naturally, people wanted to monetize these communities.

""Pay us a monthly fee and you’ll get access to a community.""

Every Tom, Dick and Harry were selling paid communities.

Money was flowing. Until it wasn't.

Retention was the major issue. People just weren’t coming back and would rather spend their money on IRL things like going to Coachella or traveling to Europe.

Turns out selling a velvet rope wasn’t the right product for monetizing most of these communities.

Something has shifted over the last 18 months. The communities that are actually working aren’t communities, they’ve become memberships.

What’s the difference? Let's break it down.

A paid community is paying for access to:

1. Community

The team is usually a community manager or a founder + community manager

A membership includes things like:

1. Community
2. Paid newsletter
3. Discounts & deals
4. IRL events
5. Software
6. Job boards
7. Digital assets (templates, resources etc).
8.Etc

The team is usually founder, community manager, content team, product team.

Here's how to think of it:

A membership is a swiss army knife, a paid community is a spoon.

Sometimes a spoon is helpful, especially when you’re trying to eat a hot soup.

But try cutting a rib steak with a spoon. You’ll be there all night. Good luck!

Memberships are 10x more versatile, 10x more value, 10x more word-of-mouth and 10x better retention

The memberships that outperform have 2 things in common:

1) A strong identity (being a part of something, rallying behind a mission)

2) People who are trying to get from point A to point B (a transition needs to occur)

I’m spending a lot of my energy thinking about memberships:

Because I believe that there will be some mega businesses that might look like “silly little memberships” right now that blossom into some mega memberships in the future.

Community is the currency of the new internet and memberships is how you’ll get paid.

And make the most impact.

The future of internet communities are memberships.

You heard it here first.

Are you seeing the same thing I am?

Communities dying, memberships thriving....

Where community is A product, not the product"
https://x.com/gregisenberg/status/1746014989326946453?s=20,"Idea of the day:

Acquire a struggling cruiseliner like Holland America

License the Soho House brand. Make it ""Soho House at Sea""

Rebrand the cruise ships as detox centers on water

No internet, no calls, no phones. Only wellness

Charge 2-3x what Holland America charges."
https://x.com/gregisenberg/status/1745546887887819088?s=20,"This is the wrong approach.

The real billion dollar opportunity in SaaS is this:

1) Unbundle SaaS businesses like Salesforce into many verticals (vertical > horizontal)
2) Clone and make 100% feature complete (not 80%)
3) Move business model to pay-per-usage over monthly SaaS (many people are sick of monthly)
4) Make the product & brand delightful (much of SaaS is soulless) 
5) Use internet audiences, b2b creators, community to power distribution
6) 95% discount (not 90%)
7) Add each software to a holding company to compete with Salesforce, Adobe etc...

Most of these SaaS businesses can be spun up for under $50,000 thanks to AI and offshoring. Payback could be huge.

The future of SaaS is vertical & pay-per-usage.

--

I just published a post about pay-per-task this AM
https://gregisenberg.ck.page/posts/pay-per-task-is-the-new-business-model-of-the-internet"
https://x.com/gregisenberg/status/1745168416724455920?s=20,"Skool is the new community platform everyone is talking about

It's working for a few reasons:

1) It’s software-like MRR without having to compete against Microsoft by starting a paid monthly community

2) Each B2B segment will have paid communities. It’s the unbundling of YPO meets the unbundling of Slack/FB Groups

3) It's tied into email. Skool allows you to send emails efficiently because realistically most people aren't checking Skool first thing in the AM

4) It allows for group admins to create levels. So, if someone is super active in my community, they can get access to new content, or 1:1 call with me etc

5) Pricing. It's $99/month to start a community and begin charging. If you have a paid community, the fees are lower than stripe, so it's a no brainer.

I believe in it so much, I buy it for everyone in my private community ""community empire"" for people trying to build big businesses powered by the internet.

If you want a free Skool, private Q&A with me, learn how to build internet audiences/community, free monthly startup ideas email, p2p business groups... join below

My goal with the group is to find cool like-minded people who I can partner with in the future or hire or learn from. 

https://skool.com/community-empire-6150

I'll probably increase the price soon and cap the seats if quality ever declines. It's too cheap rn.

Anyways – it's refreshing to see a new face in the community landscape.

I don't think Discord is the be-all-and-end-all of group communication

Do you agree?"
https://x.com/gregisenberg/status/1744800699530039717?s=20,"SaaS as we know it is dying and no-one is talking about it 

1 hour ago,  Zapier ($5B company) started charging  ""pay-per-task"" instead of only monthly subscriptions

When you can align customer incentives with your business model, it's a beautiful thing

Bullish."
https://x.com/gregisenberg/status/1744020398272913770?s=20,"Here are 50 realizations that changed my life as an entrepreneur:

1. Startup valuation is literally a made up number

2. It's impossible to work with people who don’t answer texts within 24h 

3. The internet can be your lottery ticket or your prison sentence

4. If Abercrombie & Fitch can rebrand (up 285% in 2023), then you can rebrand too

5. Having an internet audience is still wildly underpriced

6. Build products that no one asks for but everyone wants

7. It's actually a good idea to be poor in your 20s and reinvest everything in yourself (learnings, travel, network, figuring out who you are)

8. Google is probably not going to “copy your startup”

9. Content is your salesperson that works for you 24/7

10. Look for opportunities that are low status now, but probably high status in a few years

11. Lifestyle businesses are still massively underrated. You can often turn them into non lifestyle business if you want

12. Avoid dependency on anything. Social apps, VCs etc. Freedom is two words: self-sustaining

13. Taking a break doesn’t mean you’re lazy, burn out is real

14. Whatever you do, don't be mid-curve

15. The only things that should change your mood are things that will change your life

16. Copycats are a nuisance, not killers. They are usually mosquitoes, not sharks.

17. Good design can’t fix a poor product. But good design can multiply a product that’s working.

18. People follow a journey, not a social account.

19. If you’re doing stuff you hate, you aren’t rich

20. Don't create a startup without a ""why now""

21. Strangers don’t want to hear about you. They want to talk about themselves or better themselves.

22. The best negotiators talk 10% of the time, and listen 90%

23. Good things happen when you add value to people’s lives through content & community

24. You could learn a lot about someone by their likes on Twitter

25. First find the niche, then learn from the community, then the startup idea will come to you

26. On hiring: if it isn’t a hell yeah, it’s a hell no. Never compromise for fit.

27. Startups never go according to plan. There is no real plan for startups, only a direction

28. The best businesses are the ones that look like a movement. It needs to be an identity, not a product.

29. Your identity is never your company ever. Your company is your business

30. Change scenery 2-3x per day to be extra creative

31. People always want to see behind-the-scenes

32. The happiest people live pretty simple lives, not chasing more and more

33. If there is an active community, there’s a business there 

34. Digital businesses beats any laundromat, self-storage or vending machine business (easier, better margins)

Quick break: follow me 
@gregisenberg
 for more of this

35. Only create 50+% margin businesses like SaaS, paid communities etc.

36. Cash flow over valuation any day of the week

37. Hire global talent. The world is bigger than NYC or Silicon Valley.

38. You create your own narrative. Narrative drives word-of-mouth which drives revenue which is your oxygen.

39. If something is sold out, customers want it 10x more. Human nature.

40. Diversify cash flow every year. multiple bets, multiple products

41. Selling your first company is an emotional journey

42. Designing rituals into your communities is what brings people back. Remind them to ‘see you tomorrow

43. Being around people who have a clear understanding of what they want from life is refreshing

44. Competitors can copy your products, but can't copy your community

45. Make friends with people in your industry. Earn their trust. on’t ask for anything for a long time. Overwhelm with value. It’ll payback.

46. Listen to podcasts and take notes. It’s basically like you’re sitting in the room with the world’s greatest founders and entrepreneurs

47. Pick a niche and make a meme page. If you understand the memes, you understand the people. Don't build until you understand the memes

48. The only audience you have is the audience you own (email, texts, community etc)

49. There's a fine line between generalist and procrastinator

50. People expect opportunities to come to them. They rarely do. Assume you're alone and go after it

What are some realizations you've had as an entrepreneur, creator, maker etc?

Reply or quote RT to let the people know"
https://x.com/gregisenberg/status/1743648532278501424?s=20,"We just finished our 2024 kickoff exec offsite in Miami and I have some notes to share with you

10 lessons from our offsite building out our 8 figure holding company:

Lesson #1: Don't build a business that can't reach $10M+/year of cash-flow somehow

This is a good prompt for everyone.

Sure, you can have some micro-businesses that chase smaller profits or businesses that have alternative goals like credibility or just learning, but asking yourself how this business can get to $10M+/year of cash-flow is a good brainstorming prompt.

Realization: we have 1 business in no-mans land with no clear path to $10M+.

Sometimes you gotta be the grim reaper and kill some startups and double down with the ones that have a clear path to $10M+

You can’t be everywhere. And ever new business splits the attention of the partners of the business

Lesson #2: The best startup ideas are painfully obvious

We spent several hours brainstorming an idea in a space we liked.

After hours of painfully trying to figure out what to build, we realized that our best ideas came to us pretty quickly.

Lesson #3: The F&G Framework for business

We look at each business from a fulfillment and growth perspective.

Fulfillment = are customers getting an exceptional experience?

Growth = are we attracting and converting strangers into customers at a clip we like?

It’s a simple framework to figure out how the business is going.

If a business isn't nailing fulfillment, we don't want 1 single more customer. We created a fulfillment plan.

If a business is crushing fulfillment and needs growth help, we created a 3-4 channel growth plan for it.

Sometimes business is more simple than we think.

Lesson #4: Don't build the software, then build the community

Start with the community, then build the software

The 
@latecheckoutplz
 operating thesis: build community before building the product.

Keep your operating thesis near and dear.

Lesson #5: The best product hires come from gaming or consumer social

They know how to get people to do things on digital products

Our best product hires weren’t ex-Meta or Google. They had experience building zero-to-one. 

Often they were ex-consumer social or gaming. Those people were most likely to be 10x-ers even on B2B SaaS and they were B2C consumer social.

Lesson #6: If something is sold out, customers want it 10x more

It's human nature.

This lesson is self-explanatory.

Lesson #7: 90% of minimum viable products can be created in 24h or less

Yeah, you heard me right!! 24h!

We’ve built several 7 figure businesses in under 24h.

Pretty crazy to think about. But giving your team constraints on MVPs is critical.

Your MVP is probably more complex than you’d care to admit.

Lesson #8: Once you have product/market fit, two main efforts become scale & diversify

Scale so your business can reach its potential. Diversify in case one revenue channel starts drying up.

Sometimes this requires separate teams.

Lesson #9: If you have to ask if you have product market fit, you don’t have it.

Period.

Lesson #10: Find cool places to do your offsites

We got an airbnb. It wasn’t crazy expensive. $750/night, 6+ bedrooms. That's $125/room way cheaper than a hotel. But it was super cool. On a river. Something memorable. Had a few kayaks etc and a huge pool.

More memorable offsites in 2024. They work especially if you don't just brainstorm, you make decisions.

The best creative ideas rarely come from staring at a computer screen or iphone.

If my notes were interesting to you, consider sharing/replying/bookmarking this tweet. I share this stuff for free to hopefully inspire others to build their own businesses.

And you can follow 
@gregisenberg
 to follow along as i build my holding company in public

some accounts of ours you can follow 
@boringmarketer
 (organic/seo tips), 
@youneedarobot
 (ai tips), 
@DispatchDesign
 (design inspo etc).

Happy weekend!

*Note: apologies for any typoes etc. I don't use ChatGPT to write my tweets"
